,gen_problem,gen_solve,gen_variables
2,0.0020188399999995,0.0069639199999983244,10
3,0.00349609999998961,0.00695756000000074,15
4,0.004915540000001784,0.0072544399999969755,20
5,0.006693019999994476,0.007451959999997371,25
6,0.009037560000001577,0.007969200000002275,30
7,0.01020300000000134,0.007882059999991498,35
8,0.012070180000006304,0.008179620000004207,40
9,0.013976119999995262,0.008535000000000537,45
10,0.015974540000007663,0.008682260000006181,50
11,0.017732260000002498,0.008845520000005536,55
12,0.01989565999999172,0.009111440000003768,60
13,0.02171256000000312,0.009236220000002505,65
14,0.023625319999996463,0.009733160000001817,70
15,0.02563846000000467,0.009667139999999108,75
16,0.027351500000003172,0.009828019999997651,80
17,0.02954690000000255,0.009935859999995956,85
18,0.031385560000001075,0.010127019999998765,90
19,0.03318470000000388,0.010429920000001402,95
20,0.03551555999999891,0.010772320000000946,100
21,0.038031460000001974,0.010924880000004578,105
22,0.0406019600000036,0.011164960000002111,110
23,0.04173293999998577,0.011211720000005698,115
24,0.04514637999999991,0.011591000000004214,120
25,0.046382180000000515,0.011600600000002714,125
26,0.048574020000000925,0.011863080000000536,130
27,0.052366879999988215,0.012112120000000458,135
28,0.053062119999992774,0.012543660000000045,140
29,0.055126679999989395,0.012537080000004152,145
30,0.05817744000000289,0.012991899999991573,150
31,0.06118663999999967,0.013132660000007946,155
32,0.06328045999999858,0.013584539999999378,160
33,0.06602616000000125,0.013574560000000702,165
34,0.07191280000000119,0.013713660000001937,170
35,0.0700861800000041,0.013869660000005979,175
36,0.07184681999999612,0.014302639999999655,180
37,0.0741902800000048,0.014116479999995591,185
38,0.07653854000000707,0.014534520000000838,190
39,0.08269134000000236,0.014772000000004937,195
40,0.0814658799999961,0.015008720000002996,200
41,0.0845705799999962,0.014944459999998116,205
42,0.08648575999999934,0.015284759999997278,210
43,0.0912126600000022,0.015756040000002258,215
44,0.09385194000000183,0.015997020000003203,220
45,0.0974043599999959,0.016194880000000467,225
46,0.09768095999999105,0.01624187999999549,230
47,0.10070915999999101,0.016929139999996325,235
48,0.10363052000000153,0.016448739999992766,240
49,0.10536218000000304,0.016827999999998157,245
50,0.10851271999999881,0.016824819999999362,250
51,0.11085893999999712,0.01718029999999544,255
52,0.11805621999999402,0.01768988000000036,260
53,0.12146961999999917,0.01820385999999985,265
54,0.12468228000000181,0.017965179999998783,270
55,0.12347842000000356,0.018030640000000632,275
56,0.12552294000000758,0.018219019999997955,280
57,0.1286691200000007,0.01854686000000356,285
58,0.13140105999999604,0.01864259999999831,290
59,0.1354540199999974,0.018960680000009233,295
60,0.14090945999999463,0.019684360000002243,300
61,0.1432553999999982,0.019597060000000964,305
62,0.14521581999999283,0.01971091999998862,310
63,0.1482465199999922,0.019932039999997642,315
64,0.15107204000000252,0.019854779999997164,320
65,0.15342198000000168,0.027249760000006517,325
66,0.15693708000000584,0.021089260000007926,330
67,0.1648217000000045,0.02109131999999363,335
68,0.16681096000000367,0.02093906000000061,340
69,0.16713045999999848,0.02095694000000208,345
70,0.17129026000000067,0.021216640000005782,350
71,0.17451239999999757,0.021716939999998887,355
72,0.17850698000000875,0.0219470200000103,360
73,0.18401013999999236,0.022561539999998104,365
74,0.18886739999999805,0.02230790000000411,370
75,0.19007188000000497,0.022341660000006414,375
76,0.1919810000000041,0.022694440000003625,380
77,0.195333880000004,0.022706020000003945,385
78,0.20256937999999422,0.023470079999992777,390
79,0.20407453999999917,0.02362948000000529,395
80,0.20537561999999526,0.023665899999997464,400
81,0.21161304000000314,0.023879360000000814,405
82,0.21504457999999999,0.024002740000003086,410
83,0.21890888000000358,0.024362940000003164,415
84,0.22361081999999896,0.024533700000000637,420
85,0.22388858000000483,0.024899819999996,425
86,0.233139060000002,0.024654359999999542,430
87,0.2389845199999968,0.02528775999999766,435
88,0.24445722000000386,0.025297740000002022,440
89,0.24291847999999733,0.025470579999989695,445
90,0.2483237800000097,0.026046419999994443,450
91,0.2469907199999966,0.02621233999999504,455
92,0.2521822600000007,0.026214639999994915,460
93,0.25116862000000423,0.026445579999995063,465
94,0.2542562799999928,0.02636850000000095,470
95,0.2605908199999988,0.026359080000003133,475
96,0.2679658800000027,0.027246740000003912,480
97,0.26596570000000386,0.02716958000001455,485
98,0.2713067199999955,0.027594479999999068,490
99,0.2762578800000085,0.02792463999999768,495
100,0.28434414000000174,0.028304859999997233,500
101,0.285600960000005,0.028069719999996322,505
102,0.2910155799999927,0.028373919999989995,510
103,0.29626502000000415,0.028511879999985012,515
104,0.3013468200000034,0.028620559999995975,520
105,0.3017497399999911,0.028621339999995145,525
106,0.3155822399999977,0.029187820000004194,530
107,0.3156023600000026,0.030174140000008266,535
108,0.314906400000001,0.029454639999988784,540
109,0.31997396000000433,0.02986978000000704,545
110,0.3282546800000034,0.03019873999999163,550
111,0.33382804000000305,0.030096419999995305,555
112,0.33310339999999317,0.03050300000001016,560
113,0.3491155000000049,0.03093213999999307,565
114,0.3446833599999991,0.030638859999987743,570
115,0.34976718000001483,0.03161479999999983,575
116,0.35146438000000446,0.031598940000003496,580
117,0.3653653799999915,0.031512819999989006,585
118,0.3696199200000024,0.031676580000009835,590
119,0.3698974000000135,0.0325524400000063,595
120,0.3725956999999994,0.031843560000004344,600
121,0.38112027999999326,0.03262059999999565,605
122,0.3917368600000032,0.033042479999994614,610
123,0.383853160000001,0.03317122000000836,615
124,0.38598066000000697,0.03299751999999216,620
125,0.3936895999999933,0.03409032000001844,625
126,0.40966395999998895,0.0336017800000036,630
127,0.3996090200000026,0.033707019999997104,635
128,0.41271588000001885,0.03438799999998991,640
129,0.40646197999999456,0.034285239999996976,645
130,0.4151411799999892,0.03480806000000029,650
131,0.43724931999998945,0.034638139999981374,655
132,0.4236534000000006,0.034292280000011034,660
133,0.43462645999999266,0.03513781999998855,665
134,0.43295508000001065,0.0350480599999969,670
135,0.43706352000001514,0.036124500000005354,675
136,0.44860012000002597,0.0357851400000186,680
137,0.44286580000000414,0.035607580000009874,685
138,0.4590517600000112,0.03660113999999339,690
139,0.45740332000001444,0.03615086000000929,695
140,0.4619753800000012,0.03704685999999811,700
141,0.46721261999999797,0.03715660000000298,705
142,0.4743561399999862,0.03650259999999435,710
143,0.48296047999998565,0.03675829999999678,715
144,0.47968179999999166,0.03688752000000477,720
145,0.49061001999999687,0.03774715999999216,725
146,0.4939576999999872,0.03741563999999471,730
147,0.5012911600000052,0.038539679999996676,735
148,0.5045775399999911,0.03787030000000868,740
149,0.5095555000000104,0.03867754000002606,745
150,0.5205732999999896,0.0383243800000173,750
151,0.5370379599999978,0.038799840000001494,755
152,0.544268959999988,0.03874680000000126,760
153,0.529406819999997,0.03900346000000354,765
154,0.5422127000000045,0.0395018200000095,770
155,0.5422097200000053,0.03970385999999735,775
156,0.548597959999995,0.03978479999998399,780
157,0.5607233799999903,0.04017847999999731,785
158,0.5732954800000016,0.03980228000000352,790
159,0.5630730999999856,0.040997340000001256,795
160,0.5808512399999927,0.040771860000006654,800
161,0.5888733199999934,0.04039421999999604,805
162,0.5831310799999982,0.0405661999999893,810
163,0.5821152600000119,0.04219958000001043,815
164,0.6192783200000122,0.04149333999999953,820
165,0.5995283000000086,0.042318279999994955,825
166,0.6091914600000109,0.04129441999999699,830
167,0.6058521600000176,0.04292516000000433,835
168,0.6166357199999993,0.04218463999999358,840
169,0.6155795799999965,0.04311105999998972,845
170,0.6181107000000111,0.04268425999998726,850
171,0.6295529800000054,0.04398574000000508,855
172,0.6325796200000127,0.04354306000001316,860
173,0.6445868400000109,0.04410455999999385,865
174,0.6525307999999882,0.04398074000000633,870
175,0.662541479999993,0.043749800000023244,875
176,0.6512398200000007,0.04447878000000856,880
177,0.6573362800000041,0.044201179999981834,885
178,0.6684852200000136,0.044778020000001105,890
179,0.6787636200000179,0.04501882000000705,895
180,0.6921572400000059,0.0451611800000137,900
181,0.7030581199999915,0.0458349200000157,905
182,0.7070907600000055,0.04487477999998646,910
183,0.7176473399999963,0.0466198600000098,915
184,0.7214255600000115,0.04564690000000837,920
185,0.715254200000004,0.05757101999998895,925
186,0.7270815599999878,0.04717187999999624,930
187,0.7156372800000099,0.04574173999999402,935
188,0.7282610599999998,0.04637486000001445,940
189,0.7288596200000483,0.04726674000000912,945
190,0.7410836199999948,0.04712789999998677,950
191,0.7503171599999859,0.04699202000001605,955
192,0.7515432800000099,0.04809493999996448,960
193,0.7566124599999966,0.04759799999999359,965
194,0.7815905199999861,0.04894392000001062,970
195,0.7812514199999896,0.049239719999991396,975
196,0.7742002800000136,0.04841270000001714,980
197,0.784365879999973,0.04821486000003006,985
198,0.7912263400000029,0.04983470000001944,990
199,0.7923520399999688,0.04830781999996816,995
200,0.8023377000000209,0.0490878800000246,1000
